route_id,start_lat,start_lon,end_lat,end_lon,distance_km,travel_time_min,traffic_level,weather,road_type,accidents,fuel_cost,safety_index,scenic_score,user_preference,recommended,start_city,end_city,avg_speed_kmph
66241,4.8945,-1.7554,6.6101,0.4713,413.35,442.88,2,Sunny,Highway,0,892.42,8.98,10,Fast,1,Takoradi,Ho,56.0
66242,4.8945,-1.7554,9.4075,-0.8536,642.09,963.14,2,Sunny,Main,2,1355.26,7.81,2,Scenic,0,Takoradi,Tamale,40.0
66243,6.0945,-0.2611,5.6037,-0.187,68.35,58.59,1,Cloudy,Highway,0,159.67,8.79,8,Scenic,1,Koforidua,Accra,70.0
66244,5.1053,-1.2466,4.8945,-1.7554,79.27,169.86,2,Cloudy,Local,0,150.86,7.13,1,Scenic,1,Cape Coast,Takoradi,28.0
66245,5.1053,-1.2466,6.0945,-0.2611,192.68,165.15,1,Cloudy,Highway,0,368.21,8.85,5,Fast,1,Cape Coast,Koforidua,70.0
66246,7.5855,-1.9395,5.6698,0.0166,387.24,331.92,1,Sunny,Highway,1,919.96,8.59,10,Fast,1,Techiman,Tema,70.0
66247,9.4075,-0.8536,5.1053,-1.2466,622.7,747.24,1,Sunny,Main,0,1153.43,8.77,3,Safe,1,Tamale,Cape Coast,50.0
66248,6.2007,-1.6663,7.3399,-2.3268,188.94,453.46,3,Cloudy,Main,0,405.26,7.32,2,Fast,0,Obuasi,Sunyani,25.0
66249,6.2007,-1.6663,6.6885,-1.6244,71.04,60.89,1,Cloudy,Highway,0,193.19,9.25,9,Fast,1,Obuasi,Kumasi,70.0
66250,9.4075,-0.8536,7.3399,-2.3268,352.95,847.08,3,Sunny,Main,3,1131.33,6.34,3,Fast,0,Tamale,Sunyani,25.0
66251,10.7856,-0.8514,10.0607,-2.5099,254.23,435.82,1,Sunny,Local,1,660.7,8.49,10,Scenic,1,Bolgatanga,Wa,35.0
66252,6.6101,0.4713,10.0607,-2.5099,617.67,661.79,2,Rainy,Highway,0,1138.05,7.44,5,Scenic,0,Ho,Wa,56.0
66253,6.2007,-1.6663,5.1053,-1.2466,159.81,191.77,1,Stormy,Main,1,420.08,8.23,5,Safe,1,Obuasi,Cape Coast,50.0
66254,6.2007,-1.6663,6.6885,-1.6244,70.06,84.07,1,Cloudy,Main,1,170.05,8.11,6,Safe,0,Obuasi,Kumasi,50.0
66255,5.6698,0.0166,6.2007,-1.6663,242.69,364.04,2,Sunny,Main,1,560.67,7.97,1,Fast,0,Tema,Obuasi,40.0
66256,7.3399,-2.3268,10.0607,-2.5099,363.91,311.92,1,Sunny,Highway,0,655.67,9.09,8,Fast,1,Sunyani,Wa,70.0
66257,9.4075,-0.8536,5.6698,0.0166,563.4,676.08,1,Sunny,Main,0,969.24,9.07,8,Fast,1,Tamale,Tema,50.0
66258,7.5855,-1.9395,7.3399,-2.3268,62.02,132.9,2,Sunny,Local,0,156.21,7.59,2,Fast,1,Techiman,Sunyani,28.0
66259,4.8945,-1.7554,5.6037,-0.187,244.74,262.22,2,Sunny,Highway,0,444.45,7.19,2,Fast,0,Takoradi,Accra,56.0
66260,5.6037,-0.187,5.1053,-1.2466,164.31,176.05,2,Cloudy,Highway,1,315.7,7.45,3,Fast,1,Accra,Cape Coast,56.0
66261,10.7856,-0.8514,5.6037,-0.187,713.21,1069.82,2,Cloudy,Main,0,1764.9,8.86,5,Fast,0,Bolgatanga,Accra,40.0
66262,10.7856,-0.8514,5.6037,-0.187,741.83,1112.75,2,Sunny,Main,2,2183.7,7.82,5,Scenic,0,Bolgatanga,Accra,40.0
66263,6.6885,-1.6244,7.5855,-1.9395,137.76,330.62,3,Sunny,Main,0,440.59,6.6,3,Scenic,0,Kumasi,Techiman,25.0
66264,9.4075,-0.8536,7.5855,-1.9395,292.36,250.59,1,Sunny,Highway,0,577.96,9.29,3,Fast,1,Tamale,Techiman,70.0
66265,6.2007,-1.6663,6.6885,-1.6244,71.3,85.56,1,Rainy,Main,0,134.92,8.62,9,Safe,1,Obuasi,Kumasi,50.0
66266,9.4075,-0.8536,7.3399,-2.3268,373.67,560.51,2,Sunny,Main,0,794.22,8.6,9,Scenic,1,Tamale,Sunyani,40.0
66267,5.6698,0.0166,10.0607,-2.5099,719.29,863.15,1,Sunny,Main,0,1586.8,9.16,7,Fast,1,Tema,Wa,50.0
66268,5.6037,-0.187,9.4075,-0.8536,519.54,623.45,1,Sunny,Main,0,1300.18,8.81,7,Safe,1,Accra,Tamale,50.0
66269,5.6698,0.0166,6.2007,-1.6663,234.76,563.42,3,Sunny,Main,0,507.96,6.94,3,Scenic,0,Tema,Obuasi,25.0
66270,6.6885,-1.6244,5.1053,-1.2466,222.89,267.47,1,Rainy,Main,0,531.6,9.25,9,Scenic,0,Kumasi,Cape Coast,50.0
66271,6.2007,-1.6663,5.6037,-0.187,238.07,285.68,1,Cloudy,Main,0,540.15,8.97,8,Safe,0,Obuasi,Accra,50.0
66272,7.3399,-2.3268,10.7856,-0.8514,534.57,1282.97,3,Sunny,Main,2,1395.88,5.44,9,Scenic,0,Sunyani,Bolgatanga,25.0
66273,6.0945,-0.2611,5.1053,-1.2466,201.22,241.46,1,Sunny,Main,0,512.56,8.69,3,Fast,1,Koforidua,Cape Coast,50.0
66274,5.6037,-0.187,10.0607,-2.5099,724.0,1086.0,2,Sunny,Main,0,1783.87,8.26,7,Safe,0,Accra,Wa,40.0
66275,6.6101,0.4713,6.6885,-1.6244,290.4,311.14,2,Cloudy,Highway,0,644.14,7.02,4,Scenic,0,Ho,Kumasi,56.0
66276,7.5855,-1.9395,10.0607,-2.5099,344.46,295.25,1,Sunny,Highway,0,935.47,8.76,2,Fast,1,Techiman,Wa,70.0
66277,6.6101,0.4713,7.3399,-2.3268,414.33,710.28,3,Cloudy,Highway,2,1076.61,5.16,4,Fast,0,Ho,Sunyani,35.0
66278,6.0945,-0.2611,10.0607,-2.5099,673.05,1153.8,3,Rainy,Highway,1,2160.54,6.86,5,Safe,0,Koforidua,Wa,35.0
66279,6.2007,-1.6663,6.0945,-0.2611,198.77,477.05,3,Rainy,Main,0,538.84,7.32,2,Safe,0,Obuasi,Koforidua,25.0
66280,7.5855,-1.9395,9.4075,-0.8536,300.92,257.93,1,Stormy,Highway,0,744.48,9.49,5,Safe,0,Techiman,Tamale,70.0
66281,7.3399,-2.3268,10.7856,-0.8514,548.36,470.02,1,Rainy,Highway,0,1300.59,9.22,6,Fast,1,Sunyani,Bolgatanga,70.0
66282,7.5855,-1.9395,10.0607,-2.5099,370.19,555.28,2,Stormy,Main,1,932.75,7.39,8,Fast,0,Techiman,Wa,40.0
66283,5.6698,0.0166,10.0607,-2.5099,721.61,865.93,1,Sunny,Main,1,1620.49,8.3,6,Scenic,1,Tema,Wa,50.0
66284,5.1053,-1.2466,10.7856,-0.8514,763.84,916.61,1,Sunny,Main,2,1870.2,8.06,3,Fast,0,Cape Coast,Bolgatanga,50.0
66285,6.6885,-1.6244,7.5855,-1.9395,135.47,145.15,2,Sunny,Highway,1,373.67,8.2,9,Scenic,1,Kumasi,Techiman,56.0
66286,9.4075,-0.8536,6.2007,-1.6663,468.03,1123.27,3,Sunny,Main,0,1453.04,8.23,3,Safe,0,Tamale,Obuasi,25.0
66287,7.5855,-1.9395,6.6101,0.4713,350.95,601.63,3,Rainy,Highway,2,777.12,5.98,2,Safe,0,Techiman,Ho,35.0
66288,7.3399,-2.3268,6.0945,-0.2611,357.79,613.35,3,Rainy,Highway,1,892.93,7.72,9,Fast,0,Sunyani,Koforidua,35.0
66289,6.2007,-1.6663,5.6037,-0.187,224.81,269.77,1,Rainy,Main,0,401.32,9.46,7,Scenic,1,Obuasi,Accra,50.0
66290,7.3399,-2.3268,6.6101,0.4713,396.77,340.09,1,Sunny,Highway,0,975.61,9.23,7,Safe,1,Sunyani,Ho,70.0
66291,5.6698,0.0166,5.1053,-1.2466,194.19,233.03,1,Sunny,Main,0,371.83,8.97,1,Safe,1,Tema,Cape Coast,50.0
66292,5.1053,-1.2466,4.8945,-1.7554,79.0,94.8,1,Rainy,Main,0,194.23,9.39,10,Safe,0,Cape Coast,Takoradi,50.0
66293,6.0945,-0.2611,6.6101,0.4713,125.23,214.68,1,Stormy,Local,0,222.33,9.1,10,Fast,1,Koforidua,Ho,35.0
66294,10.7856,-0.8514,9.4075,-0.8536,199.19,239.03,1,Rainy,Main,1,467.32,8.65,9,Safe,0,Bolgatanga,Tamale,50.0
66295,10.0607,-2.5099,7.3399,-2.3268,392.98,842.1,2,Rainy,Local,0,893.56,8.76,1,Safe,0,Wa,Sunyani,28.0
66296,10.0607,-2.5099,6.2007,-1.6663,552.8,829.2,2,Sunny,Main,0,1145.53,7.24,6,Safe,0,Wa,Obuasi,40.0
66297,10.0607,-2.5099,5.1053,-1.2466,692.84,1662.82,3,Sunny,Main,1,1748.98,7.76,7,Fast,0,Wa,Cape Coast,25.0
66298,7.5855,-1.9395,5.1053,-1.2466,356.23,305.34,1,Rainy,Highway,0,655.24,8.88,6,Scenic,0,Techiman,Cape Coast,70.0
66299,7.5855,-1.9395,5.1053,-1.2466,369.82,792.47,2,Sunny,Local,2,982.59,8.13,6,Fast,0,Techiman,Cape Coast,28.0
66300,6.6885,-1.6244,6.0945,-0.2611,207.76,222.6,2,Rainy,Highway,1,468.85,7.31,2,Scenic,0,Kumasi,Koforidua,56.0
66301,5.1053,-1.2466,9.4075,-0.8536,604.15,517.84,1,Sunny,Highway,0,1511.5,8.85,8,Scenic,1,Cape Coast,Tamale,70.0
66302,10.7856,-0.8514,6.6885,-1.6244,610.52,654.13,2,Sunny,Highway,0,1745.39,8.87,2,Safe,1,Bolgatanga,Kumasi,56.0
66303,4.8945,-1.7554,6.0945,-0.2611,264.88,317.86,1,Sunny,Main,1,657.75,8.82,3,Fast,1,Takoradi,Koforidua,50.0
66304,6.0945,-0.2611,5.6698,0.0166,74.99,64.28,1,Sunny,Highway,1,157.57,8.34,10,Scenic,1,Koforidua,Tema,70.0
66305,9.4075,-0.8536,5.6698,0.0166,557.53,669.04,1,Sunny,Main,0,994.93,8.98,5,Safe,1,Tamale,Tema,50.0
66306,9.4075,-0.8536,5.6037,-0.187,528.65,1132.82,2,Sunny,Local,0,1433.22,8.98,5,Fast,0,Tamale,Accra,28.0
66307,4.8945,-1.7554,9.4075,-0.8536,644.08,552.07,1,Rainy,Highway,0,1159.23,9.18,9,Fast,0,Takoradi,Tamale,70.0
66308,10.0607,-2.5099,6.0945,-0.2611,608.77,730.52,1,Rainy,Main,0,1483.28,9.35,2,Scenic,1,Wa,Koforidua,50.0
66309,6.2007,-1.6663,5.6037,-0.187,225.69,541.66,3,Rainy,Main,0,714.42,6.11,2,Fast,0,Obuasi,Accra,25.0
66310,5.6037,-0.187,5.6698,0.0166,31.53,108.1,3,Stormy,Local,0,87.59,8.48,6,Fast,0,Accra,Tema,17.5
66311,5.6698,0.0166,6.0945,-0.2611,69.9,83.88,1,Sunny,Main,1,166.99,9.02,10,Safe,1,Tema,Koforidua,50.0
66312,7.5855,-1.9395,6.0945,-0.2611,300.09,720.22,3,Sunny,Main,1,765.6,7.32,4,Scenic,0,Techiman,Koforidua,25.0
66313,7.3399,-2.3268,4.8945,-1.7554,359.0,384.64,2,Sunny,Highway,1,750.42,7.42,9,Safe,0,Sunyani,Takoradi,56.0
66314,5.1053,-1.2466,5.6037,-0.187,157.98,189.58,1,Stormy,Main,0,334.11,9.18,4,Scenic,0,Cape Coast,Accra,50.0
66315,6.6885,-1.6244,4.8945,-1.7554,255.12,273.34,2,Rainy,Highway,0,686.49,7.34,8,Fast,0,Kumasi,Takoradi,56.0
66316,5.6037,-0.187,5.6698,0.0166,29.68,44.52,2,Sunny,Main,0,81.11,7.95,1,Scenic,0,Accra,Tema,40.0
66317,5.6037,-0.187,7.5855,-1.9395,357.0,306.0,1,Rainy,Highway,0,786.8,9.35,1,Scenic,1,Accra,Techiman,70.0
66318,9.4075,-0.8536,5.6698,0.0166,548.89,940.95,1,Sunny,Local,0,1002.58,9.45,3,Safe,0,Tamale,Tema,35.0
66319,9.4075,-0.8536,5.6037,-0.187,530.95,796.42,2,Sunny,Main,0,1374.44,7.73,7,Scenic,0,Tamale,Accra,40.0
66320,6.0945,-0.2611,7.3399,-2.3268,352.2,377.36,2,Sunny,Highway,1,899.03,6.75,3,Scenic,1,Koforidua,Sunyani,56.0
66321,7.5855,-1.9395,6.6101,0.4713,345.78,414.94,1,Sunny,Main,0,594.46,8.97,8,Scenic,0,Techiman,Ho,50.0
66322,6.6101,0.4713,4.8945,-1.7554,392.09,672.15,1,Sunny,Local,1,966.93,8.25,7,Fast,0,Ho,Takoradi,35.0
66323,5.6037,-0.187,7.3399,-2.3268,381.93,572.9,2,Rainy,Main,4,733.64,5.89,7,Safe,0,Accra,Sunyani,40.0
66324,10.0607,-2.5099,9.4075,-0.8536,253.16,607.58,3,Sunny,Main,1,765.71,7.94,7,Safe,0,Wa,Tamale,25.0
66325,6.6885,-1.6244,10.0607,-2.5099,468.68,1004.31,2,Sunny,Local,2,1200.91,7.8,4,Safe,0,Kumasi,Wa,28.0
66326,4.8945,-1.7554,6.6885,-1.6244,252.55,432.94,1,Rainy,Local,1,680.39,8.37,2,Scenic,1,Takoradi,Kumasi,35.0
66327,10.7856,-0.8514,5.6698,0.0166,734.88,1102.32,2,Sunny,Main,0,2088.43,8.22,9,Safe,0,Bolgatanga,Tema,40.0
66328,9.4075,-0.8536,6.0945,-0.2611,489.71,839.5,1,Stormy,Local,0,1139.01,9.39,4,Scenic,0,Tamale,Koforidua,35.0
66329,6.0945,-0.2611,10.7856,-0.8514,660.07,2263.1,3,Sunny,Local,2,1449.91,5.09,8,Safe,0,Koforidua,Bolgatanga,17.5
66330,6.6885,-1.6244,6.6101,0.4713,284.51,487.73,1,Rainy,Local,0,690.99,9.39,5,Fast,0,Kumasi,Ho,35.0
66331,6.2007,-1.6663,5.1053,-1.2466,168.51,577.75,3,Sunny,Local,0,347.26,8.04,3,Safe,0,Obuasi,Cape Coast,17.5
66332,7.5855,-1.9395,4.8945,-1.7554,396.6,679.89,1,Rainy,Local,0,669.31,8.56,10,Fast,0,Techiman,Takoradi,35.0
66333,6.6885,-1.6244,5.1053,-1.2466,224.33,269.2,1,Sunny,Main,0,489.94,9.24,9,Safe,0,Kumasi,Cape Coast,50.0
66334,6.2007,-1.6663,6.6101,0.4713,295.16,442.74,2,Stormy,Main,0,727.35,7.99,3,Safe,0,Obuasi,Ho,40.0
66335,6.2007,-1.6663,4.8945,-1.7554,181.95,194.95,2,Cloudy,Highway,1,539.95,8.6,6,Fast,0,Obuasi,Takoradi,56.0
66336,6.6885,-1.6244,7.5855,-1.9395,136.53,163.84,1,Rainy,Main,0,247.15,8.6,5,Fast,1,Kumasi,Techiman,50.0
66337,7.5855,-1.9395,6.6885,-1.6244,128.39,154.07,1,Cloudy,Main,0,325.24,9.18,5,Fast,1,Techiman,Kumasi,50.0
66338,5.1053,-1.2466,6.0945,-0.2611,205.21,246.25,1,Stormy,Main,0,434.85,8.8,6,Safe,0,Cape Coast,Koforidua,50.0
66339,6.2007,-1.6663,7.5855,-1.9395,202.18,242.62,1,Sunny,Main,0,370.53,9.46,2,Fast,1,Obuasi,Techiman,50.0
66340,10.7856,-0.8514,7.3399,-2.3268,557.53,1338.07,3,Sunny,Main,1,1500.76,7.83,2,Scenic,0,Bolgatanga,Sunyani,25.0
66341,6.0945,-0.2611,6.6101,0.4713,128.54,110.18,1,Rainy,Highway,1,277.02,8.56,4,Fast,0,Koforidua,Ho,70.0
66342,10.7856,-0.8514,9.4075,-0.8536,187.31,321.1,3,Sunny,Highway,0,504.1,8.49,10,Fast,0,Bolgatanga,Tamale,35.0
66343,6.0945,-0.2611,7.5855,-1.9395,310.05,332.2,2,Sunny,Highway,0,607.38,7.69,1,Scenic,0,Koforidua,Techiman,56.0
66344,10.7856,-0.8514,9.4075,-0.8536,193.02,330.89,1,Rainy,Local,0,333.07,9.06,2,Fast,1,Bolgatanga,Tamale,35.0
66345,6.2007,-1.6663,9.4075,-0.8536,448.34,480.36,2,Sunny,Highway,1,818.67,8.39,5,Fast,1,Obuasi,Tamale,56.0
66346,5.1053,-1.2466,6.0945,-0.2611,190.41,326.42,3,Rainy,Highway,0,481.78,8.39,4,Fast,0,Cape Coast,Koforidua,35.0
66347,7.5855,-1.9395,6.6101,0.4713,361.21,433.45,1,Rainy,Main,1,701.67,8.91,10,Safe,0,Techiman,Ho,50.0
66348,5.6698,0.0166,10.0607,-2.5099,730.24,1095.36,2,Rainy,Main,1,1445.55,6.92,9,Scenic,0,Tema,Wa,40.0
66349,5.6037,-0.187,10.7856,-0.8514,734.25,1762.2,3,Cloudy,Main,0,1679.5,8.49,4,Safe,0,Accra,Bolgatanga,25.0
66350,6.0945,-0.2611,7.3399,-2.3268,336.52,288.45,1,Cloudy,Highway,1,895.51,9.12,4,Safe,1,Koforidua,Sunyani,70.0
66351,9.4075,-0.8536,5.6037,-0.187,522.17,895.15,3,Rainy,Highway,0,1659.93,5.65,8,Safe,0,Tamale,Accra,35.0
66352,10.7856,-0.8514,7.3399,-2.3268,529.63,453.97,1,Cloudy,Highway,0,1255.15,9.24,4,Fast,0,Bolgatanga,Sunyani,70.0
66353,6.0945,-0.2611,5.6037,-0.187,69.76,83.71,1,Rainy,Main,0,171.26,8.7,3,Safe,1,Koforidua,Accra,50.0
66354,5.6037,-0.187,5.6698,0.0166,29.09,24.93,1,Rainy,Highway,0,72.81,9.45,8,Scenic,1,Accra,Tema,70.0
66355,6.0945,-0.2611,7.5855,-1.9395,335.55,402.66,1,Sunny,Main,0,855.33,8.97,8,Fast,0,Koforidua,Techiman,50.0
66356,4.8945,-1.7554,5.1053,-1.2466,76.49,91.79,1,Sunny,Main,0,174.33,8.72,1,Fast,1,Takoradi,Cape Coast,50.0
66357,4.8945,-1.7554,5.6698,0.0166,284.63,341.56,1,Cloudy,Main,0,710.83,8.8,2,Scenic,1,Takoradi,Tema,50.0
66358,6.6101,0.4713,5.6698,0.0166,154.93,185.92,1,Cloudy,Main,0,377.51,9.45,5,Fast,0,Ho,Tema,50.0
66359,6.6885,-1.6244,10.7856,-0.8514,613.89,1052.38,3,Sunny,Highway,1,1473.07,5.48,5,Safe,0,Kumasi,Bolgatanga,35.0
66360,10.7856,-0.8514,9.4075,-0.8536,190.48,326.54,3,Sunny,Highway,0,602.48,8.28,7,Safe,0,Bolgatanga,Tamale,35.0
66361,10.7856,-0.8514,6.0945,-0.2611,654.39,1121.81,3,Sunny,Highway,3,1591.36,5.9,8,Scenic,0,Bolgatanga,Koforidua,35.0
66362,6.6101,0.4713,5.6037,-0.187,177.14,151.83,1,Sunny,Highway,0,459.83,9.41,4,Fast,1,Ho,Accra,70.0
66363,10.7856,-0.8514,5.6037,-0.187,754.68,1617.17,2,Sunny,Local,1,1896.9,7.52,3,Safe,0,Bolgatanga,Accra,28.0
66364,7.5855,-1.9395,6.0945,-0.2611,316.53,678.28,2,Rainy,Local,0,642.79,8.41,3,Fast,0,Techiman,Koforidua,28.0
66365,6.0945,-0.2611,6.6101,0.4713,126.63,135.68,2,Rainy,Highway,1,347.89,7.93,2,Fast,1,Koforidua,Ho,56.0
66366,10.7856,-0.8514,6.6101,0.4713,621.12,532.39,1,Sunny,Highway,0,1177.08,9.17,7,Safe,1,Bolgatanga,Ho,70.0
66367,10.0607,-2.5099,7.3399,-2.3268,367.02,314.59,1,Rainy,Highway,0,641.16,9.06,8,Scenic,0,Wa,Sunyani,70.0
66368,6.2007,-1.6663,5.6037,-0.187,231.0,247.5,2,Sunny,Highway,0,561.22,7.49,4,Fast,0,Obuasi,Accra,56.0
66369,6.6885,-1.6244,9.4075,-0.8536,407.59,873.41,2,Sunny,Local,0,988.7,8.85,6,Fast,0,Kumasi,Tamale,28.0
66370,5.1053,-1.2466,6.2007,-1.6663,162.3,194.76,1,Rainy,Main,0,425.8,8.57,7,Scenic,0,Cape Coast,Obuasi,50.0
66371,7.5855,-1.9395,6.6885,-1.6244,128.89,154.67,1,Rainy,Main,0,240.82,8.51,10,Fast,0,Techiman,Kumasi,50.0
66372,6.0945,-0.2611,4.8945,-1.7554,278.41,238.64,1,Sunny,Highway,1,695.75,8.32,7,Safe,1,Koforidua,Takoradi,70.0
66373,5.6698,0.0166,5.6037,-0.187,28.88,61.89,2,Sunny,Local,0,79.78,7.25,1,Fast,1,Tema,Accra,28.0
66374,6.0945,-0.2611,5.6698,0.0166,73.89,63.33,1,Sunny,Highway,0,139.3,8.94,5,Safe,0,Koforidua,Tema,70.0
66375,7.5855,-1.9395,10.0607,-2.5099,368.63,884.71,3,Sunny,Main,0,953.1,6.26,7,Fast,0,Techiman,Wa,25.0
66376,9.4075,-0.8536,5.6698,0.0166,521.38,446.9,1,Sunny,Highway,0,1029.98,9.3,2,Safe,1,Tamale,Tema,70.0
66377,6.2007,-1.6663,6.0945,-0.2611,201.19,482.86,3,Rainy,Main,0,647.87,8.11,4,Scenic,0,Obuasi,Koforidua,25.0
66378,9.4075,-0.8536,6.6101,0.4713,444.11,666.16,2,Sunny,Main,0,936.13,8.69,7,Safe,0,Tamale,Ho,40.0
66379,5.1053,-1.2466,9.4075,-0.8536,614.66,1475.18,3,Stormy,Main,1,1358.0,6.51,7,Scenic,0,Cape Coast,Tamale,25.0
66380,6.0945,-0.2611,7.5855,-1.9395,311.41,373.69,1,Sunny,Main,0,659.74,9.02,1,Safe,1,Koforidua,Techiman,50.0
66381,5.6698,0.0166,10.7856,-0.8514,754.33,905.2,1,Sunny,Main,0,1605.71,9.39,1,Scenic,0,Tema,Bolgatanga,50.0
66382,6.2007,-1.6663,9.4075,-0.8536,493.54,846.07,3,Sunny,Highway,0,989.88,8.1,2,Safe,0,Obuasi,Tamale,35.0
66383,7.3399,-2.3268,7.5855,-1.9395,60.94,73.13,1,Sunny,Main,0,129.71,9.27,6,Fast,1,Sunyani,Techiman,50.0
66384,5.6698,0.0166,6.2007,-1.6663,250.93,376.4,2,Stormy,Main,2,621.42,7.97,10,Safe,0,Tema,Obuasi,40.0
66385,6.2007,-1.6663,10.0607,-2.5099,561.53,842.3,2,Sunny,Main,0,1448.16,8.07,6,Safe,1,Obuasi,Wa,40.0
66386,10.0607,-2.5099,6.2007,-1.6663,553.13,663.76,1,Rainy,Main,0,970.3,8.74,1,Scenic,1,Wa,Obuasi,50.0
66387,5.6037,-0.187,5.1053,-1.2466,169.46,145.25,1,Cloudy,Highway,0,445.87,8.81,6,Scenic,1,Accra,Cape Coast,70.0
66388,7.3399,-2.3268,5.6037,-0.187,404.59,346.79,1,Cloudy,Highway,0,797.22,9.29,9,Fast,1,Sunyani,Accra,70.0
66389,6.6885,-1.6244,5.1053,-1.2466,222.68,190.87,1,Cloudy,Highway,0,380.98,8.72,8,Fast,1,Kumasi,Cape Coast,70.0
66390,7.5855,-1.9395,4.8945,-1.7554,380.77,913.85,3,Rainy,Main,1,1173.76,7.68,6,Safe,0,Techiman,Takoradi,25.0
66391,6.6101,0.4713,4.8945,-1.7554,378.24,405.26,2,Rainy,Highway,1,1053.71,8.18,3,Safe,0,Ho,Takoradi,56.0
66392,9.4075,-0.8536,6.2007,-1.6663,483.78,1658.67,3,Rainy,Local,1,1472.43,7.67,3,Fast,0,Tamale,Obuasi,17.5
66393,7.3399,-2.3268,6.6101,0.4713,429.38,644.07,2,Sunny,Main,0,775.68,7.4,8,Scenic,1,Sunyani,Ho,40.0
66394,6.0945,-0.2611,4.8945,-1.7554,285.73,612.28,2,Sunny,Local,2,605.21,7.4,3,Fast,1,Koforidua,Takoradi,28.0
66395,5.1053,-1.2466,9.4075,-0.8536,581.07,697.28,1,Rainy,Main,0,1212.1,9.07,5,Safe,1,Cape Coast,Tamale,50.0
66396,10.0607,-2.5099,9.4075,-0.8536,263.47,395.21,2,Sunny,Main,1,543.34,6.79,8,Safe,1,Wa,Tamale,40.0
66397,10.0607,-2.5099,4.8945,-1.7554,737.84,1106.76,2,Sunny,Main,0,2020.39,8.35,9,Safe,1,Wa,Takoradi,40.0
66398,5.1053,-1.2466,7.3399,-2.3268,356.3,534.45,2,Cloudy,Main,3,714.14,6.5,2,Fast,0,Cape Coast,Sunyani,40.0
66399,9.4075,-0.8536,10.0607,-2.5099,248.29,425.64,1,Rainy,Local,0,589.03,8.65,7,Scenic,0,Tamale,Wa,35.0
66400,4.8945,-1.7554,5.6037,-0.187,251.0,215.14,1,Sunny,Highway,1,475.36,8.16,8,Safe,1,Takoradi,Accra,70.0
66401,4.8945,-1.7554,7.5855,-1.9395,379.71,325.47,1,Cloudy,Highway,1,794.23,8.43,10,Fast,1,Takoradi,Techiman,70.0
66402,4.8945,-1.7554,10.7856,-0.8514,814.73,1745.85,2,Cloudy,Local,2,2222.64,6.67,4,Fast,1,Takoradi,Bolgatanga,28.0
66403,6.6101,0.4713,5.1053,-1.2466,341.75,292.93,1,Cloudy,Highway,1,624.36,8.18,7,Fast,1,Ho,Cape Coast,70.0
66404,7.3399,-2.3268,10.0607,-2.5099,404.64,485.57,1,Sunny,Main,0,1069.85,8.73,2,Safe,0,Sunyani,Wa,50.0
66405,6.2007,-1.6663,9.4075,-0.8536,442.48,379.27,1,Sunny,Highway,0,1057.45,9.15,1,Fast,1,Obuasi,Tamale,70.0
66406,7.3399,-2.3268,6.6101,0.4713,407.82,873.9,2,Rainy,Local,0,1200.24,7.13,4,Safe,0,Sunyani,Ho,28.0
66407,6.6885,-1.6244,7.3399,-2.3268,140.74,211.11,2,Cloudy,Main,2,365.83,7.36,10,Fast,0,Kumasi,Sunyani,40.0
66408,4.8945,-1.7554,7.5855,-1.9395,367.42,551.13,2,Rainy,Main,1,862.21,8.49,10,Scenic,0,Takoradi,Techiman,40.0
66409,6.6885,-1.6244,7.3399,-2.3268,142.18,341.23,3,Rainy,Main,1,383.24,5.82,6,Scenic,0,Kumasi,Sunyani,25.0
66410,6.0945,-0.2611,6.6101,0.4713,125.9,269.79,2,Sunny,Local,1,249.73,6.95,7,Fast,1,Koforidua,Ho,28.0
66411,7.5855,-1.9395,7.3399,-2.3268,63.41,67.94,2,Sunny,Highway,1,157.0,7.28,5,Fast,0,Techiman,Sunyani,56.0
66412,4.8945,-1.7554,10.0607,-2.5099,774.35,663.73,1,Sunny,Highway,0,1970.8,9.49,8,Fast,1,Takoradi,Wa,70.0
66413,6.0945,-0.2611,5.6037,-0.187,70.51,120.87,3,Rainy,Highway,0,212.07,6.57,10,Fast,0,Koforidua,Accra,35.0
66414,9.4075,-0.8536,7.5855,-1.9395,287.99,345.59,1,Cloudy,Main,0,702.5,9.32,4,Scenic,0,Tamale,Techiman,50.0
66415,6.2007,-1.6663,9.4075,-0.8536,452.66,775.99,1,Sunny,Local,1,897.27,8.71,7,Scenic,1,Obuasi,Tamale,35.0
66416,5.6698,0.0166,6.2007,-1.6663,257.43,386.15,2,Cloudy,Main,0,670.9,7.31,5,Safe,0,Tema,Obuasi,40.0
66417,10.0607,-2.5099,7.3399,-2.3268,369.39,791.55,2,Sunny,Local,0,1001.84,7.63,10,Fast,0,Wa,Sunyani,28.0
66418,10.0607,-2.5099,6.6101,0.4713,674.91,578.49,1,Cloudy,Highway,0,1527.23,9.31,2,Fast,1,Wa,Ho,70.0
66419,6.0945,-0.2611,4.8945,-1.7554,283.31,607.09,2,Rainy,Local,0,633.98,7.63,7,Safe,0,Koforidua,Takoradi,28.0
66420,6.2007,-1.6663,4.8945,-1.7554,178.63,306.22,3,Sunny,Highway,0,369.57,5.69,9,Scenic,0,Obuasi,Takoradi,35.0
66421,4.8945,-1.7554,6.6885,-1.6244,264.34,453.15,1,Sunny,Local,0,510.72,8.91,6,Fast,1,Takoradi,Kumasi,35.0
